----------------------------------------------------------------------------------
dim_{Spin} = 2 ,
dim_{Lat} = 2 ,
N = ( 128 x 128 ) ,
T = 0.000000000000e+00 ,
delta_T = 5.000000000000e-02 ,
J = ( 1.000000000000e+00 , 1.000000000000e+00 ) ,
sigma_J = ( 0.000000000000e+00 , 0.000000000000e+00 ) ,
<J_{ij}> = ( 0.000000000000e+00 , 0.000000000000e+00 ) ,
h = ( 0.000000000000e+00 , 0.000000000000e+00 ) ,
sigma_h = ( 1.000000000000e+00 , 0.000000000000e+00 ) ,
<h_i> = ( -2.326736468909e-03 , 0.000000000000e+00 ) ,
order = ( -1.000000000000e+00 , 0.000000000000e+00 ) ,
order_field = 0 ,
order_random = 1 ,
Thermalizing-MCS = 128000 ,
Averaging-MCS = 12800 ,
hysteresis-MCS/step = 1, 
del_h = range_h x 1.000000000000e-03 ,
delta_{phi} = 1.000000000000e-04 ,
==================================================================================
h[0]	h[0]	h[1]	<m[0]>	<m[1]>	
----------------------------------------------------------------------------------
----------------------------------------------------------------------------------
Updating all sites simultaneously.. 
----------------------------------------------------------------------------------
----------------------------------------------------------------------------------

order = ({-1.000000-->1.000000,0.000000}, 0, 1)
----------------------------------------------------------------------------------
-1.000883308287e+01	-1.000883308287e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.996974275903e+00	-9.996974275903e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.985115468933e+00	-9.985115468933e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.973256661963e+00	-9.973256661963e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.961397854992e+00	-9.961397854992e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.949539048022e+00	-9.949539048022e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.937680241052e+00	-9.937680241052e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.925821434082e+00	-9.925821434082e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.913962627111e+00	-9.913962627111e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.902103820141e+00	-9.902103820141e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-9.890245013171e+00	-9.890245013171e+00	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
